iter	MultiClass
180	0.0328555653
181	0.03267169989
182	0.0324562473
183	0.03223077463
184	0.03204640073
185	0.0318690392
186	0.03164489099
187	0.03146284314
188	0.03122658236
189	0.03103272973
190	0.0308478318
191	0.03060169816
192	0.03041250425
193	0.03025177454
194	0.03005569504
195	0.02980002263
196	0.02960470494
197	0.02938130926
198	0.0292119291
199	0.02903433082
200	0.02880731336
201	0.02860802179
202	0.02843200221
203	0.02822558881
204	0.02805381521
205	0.0278476219
206	0.027690024
207	0.02753317548
208	0.02737161062
209	0.02717829687
210	0.02703481486
211	0.02680157579
212	0.02658230072
213	0.02645765376
214	0.02629050452
215	0.02614580403
216	0.02601310869
217	0.02581961884
218	0.02567817266
219	0.02550361267
220	0.02530581344
221	0.02517511461
222	0.02500190622
223	0.02484683617
224	0.02477542381
225	0.02460747007
226	0.02452187533
227	0.02442934437
228	0.02433261748
229	0.02420579325
230	0.02410577575
231	0.0239269535
232	0.02376753733
233	0.02367417399
234	0.02355101161
235	0.02344261491
236	0.02334078243
237	0.0232236005
238	0.02305860396
239	0.02292054143
240	0.02282160891
241	0.02271935976
242	0.02263317698
243	0.02252521726
244	0.02240645085
245	0.02231679349
246	0.0222083558
247	0.02212066953
248	0.02199134934
249	0.02185217527
250	0.02177176781
251	0.02165278153
252	0.021575751
253	0.02146113008
254	0.02138044236
255	0.02129877357
256	0.02122339434
257	0.02111878232
258	0.02099627094
259	0.02090241048
260	0.02081596644
261	0.02074943514
262	0.02066442278
263	0.02057615549
264	0.02045583038
265	0.02036878111
266	0.02029529589
267	0.02020978414
268	0.02013163494
269	0.02001841985
270	0.01991552033
271	0.01984610792
272	0.0197419969
273	0.01964244361
274	0.01955329271
275	0.01946665753
276	0.01941118944
277	0.01935560156
278	0.01928321478
279	0.01920866663
280	0.01913114178
281	0.01904384843
282	0.01892470678
283	0.01885979395
284	0.01880134591
285	0.01870281892
286	0.01861005548
287	0.01852944678
288	0.01843384269
289	0.01836717538
290	0.01830256797
291	0.01820487031
292	0.01811223722
293	0.01803240652
294	0.01795417737
295	0.01787628738
296	0.01781696379
297	0.01774171714
298	0.01765356926
299	0.01757513145
300	0.01749306597
301	0.01742847121
302	0.01733567241
303	0.01727922739
304	0.01721205147
305	0.01716758336
306	0.01709449939
307	0.01703397837
308	0.0169381648
309	0.01687104859
310	0.01680627408
311	0.01672465472
312	0.01664678999
313	0.01657733045
314	0.01649859241
315	0.01644412426
316	0.01638076395
317	0.01631826945
318	0.01626484228
319	0.01619638062
320	0.0161260534
321	0.01604163391
322	0.01597510844
323	0.01592565178
324	0.01588368195
325	0.01582750341
326	0.01576322902
327	0.01570196531
328	0.01562139568
329	0.01555308206
330	0.01549526331
331	0.01545446498
332	0.01540012281
333	0.01535367408
334	0.0152879651
335	0.01521236394
336	0.01517907681
337	0.01511268709
338	0.01504689085
339	0.01499869123
340	0.01494981103
341	0.01490837276
342	0.01483267322
343	0.0147738261
344	0.01471712702
345	0.01465008317
346	0.01460957991
347	0.01457127487
348	0.01453000348
349	0.01447192407
350	0.01443569181
351	0.01438751259
352	0.01433348249
353	0.01429666086
354	0.0142602591
355	0.01420300349
356	0.01415893322
357	0.01410184004
358	0.01403621378
359	0.01398757006
360	0.01395537856
361	0.01390309037
362	0.01385592853
363	0.01381612607
364	0.0137701659
365	0.01372295354
366	0.01367333526
367	0.01363929938
368	0.01358989298
369	0.01352898286
370	0.01347976517
371	0.01344070726
372	0.01340396721
373	0.0133759564
374	0.01331056843
375	0.01327037696
376	0.01322595565
377	0.01318717454
378	0.01315275043
379	0.01310454066
380	0.01306651974
381	0.01302756282
382	0.01298077393
383	0.01294876185
384	0.01291175578
385	0.01288053881
386	0.01283289389
387	0.01279154886
388	0.01275267078
389	0.01271044077
390	0.01267619361
391	0.0126415809
392	0.01260497342
393	0.01256371037
394	0.01253042791
395	0.0124872601
396	0.01244245194
397	0.01241370006
398	0.0123734191
399	0.01234436462
400	0.01230329852
401	0.01225113001
402	0.01221152809
403	0.01218056052
404	0.01214554711
405	0.01211887613
406	0.01208548296
407	0.01204428425
408	0.01199900946
409	0.01197226572
410	0.01192725212
411	0.01188907677
412	0.01185764923
413	0.01182035543
414	0.01179442926
415	0.01175332708
416	0.01172488336
417	0.0116928997
418	0.01165653151
419	0.0116211475
420	0.01157118127
421	0.01153200543
422	0.01149291986
423	0.01146012675
424	0.01142506295
425	0.01140036877
426	0.0113550478
427	0.01133320007
428	0.0113087893
429	0.01127132108
430	0.0112377405
431	0.01120646966
432	0.01118325123
433	0.01115537355
434	0.01111960491
435	0.01108436536
436	0.01106152087
437	0.01103081971
438	0.01101037211
439	0.01097657212
440	0.01095158749
441	0.01092619506
442	0.01089610035
443	0.01086871938
444	0.01084373427
445	0.01081018084
446	0.01077383087
447	0.010752973
448	0.0107290867
449	0.0107052603
450	0.01067963212
451	0.01064781867
452	0.01061895432
453	0.01059794694
454	0.01057755131
455	0.01054144867
456	0.01050970792
457	0.01048707153
458	0.01045953956
459	0.0104286887
460	0.01038730131
461	0.01036340619
462	0.0103273006
463	0.01030139049
464	0.01027503135
465	0.01025533776
466	0.01022702717
467	0.01020331348
468	0.01017833194
469	0.01014786064
470	0.01012281514
471	0.01009682563
472	0.01007304456
473	0.01004566877
474	0.01002036408
475	0.01000091806
476	0.009980692192
477	0.009957199335
478	0.009935290083
479	0.009910110434
480	0.009880205591
481	0.009861993258
482	0.009840370261
483	0.009818656244
484	0.009794516205
485	0.009761415626
486	0.00972798548
487	0.009707350541
488	0.00967903953
489	0.00965496347
490	0.009636319027
491	0.009616218961
492	0.009601221733
493	0.009580265052
494	0.009560748667
495	0.009532859249
496	0.00951012302
497	0.009494276088
498	0.009478806144
499	0.009451391602
500	0.009430680866
501	0.009409790147
502	0.009384359347
503	0.009365133773
504	0.009350734836
505	0.009328658258
506	0.009298519892
507	0.009282349122
508	0.009264933036
509	0.009248883598
510	0.00923359625
511	0.009209099339
512	0.009188309108
513	0.009158736361
514	0.009135687649
515	0.009105280427
516	0.009084479242
517	0.009057717826
518	0.009036805374
519	0.009022433335
520	0.008999398117
521	0.008982603844
522	0.008965009803
523	0.008946153969
524	0.00892554886
525	0.008904403662
526	0.008881579667
527	0.008860785956
528	0.008837547136
529	0.008815151377
530	0.008799147906
531	0.008778883668
532	0.008762831112
533	0.008733516838
534	0.008717857671
535	0.008700033743
536	0.008678823388
537	0.008659941573
538	0.008640304742
539	0.008624842009
540	0.008607773583
541	0.008590364414
542	0.00857435053
543	0.008561138887
544	0.008542745681
545	0.008526617317
546	0.008507180904
547	0.008491711274
548	0.008472096202
549	0.0084494833
550	0.008426954575
551	0.008409958405
552	0.00838978839
553	0.008371460373
554	0.008351255361
555	0.008330180702
556	0.008316141264
557	0.00829728115
558	0.008273800637
559	0.008260713038
560	0.008248513691
561	0.008235672909
562	0.00821652784
563	0.00820044272
564	0.008181040061
565	0.00817015425
566	0.008151902828
567	0.008131492685
568	0.008113998465
569	0.008098333843
570	0.008083963647
571	0.008065173204
572	0.00805340176
573	0.008043682556
574	0.008032245824
575	0.008012462558
576	0.00799208104
577	0.007981116978
578	0.00796937054
579	0.007956551207
580	0.007947573301
581	0.00793449233
582	0.007919333349
583	0.007902291037
584	0.007892835622
585	0.007874304467
586	0.007861930728
587	0.007846898643
588	0.007830466174
589	0.007812425908
590	0.007798079386
591	0.007785329047
592	0.00777057573
593	0.007756483504
594	0.007744649147
595	0.007729248804
596	0.007714618281
597	0.007706577974
598	0.007691101978
599	0.00767953808
600	0.007664965198
601	0.007650915579
602	0.007639216743
603	0.007623323148
604	0.007610770754
605	0.007592455841
606	0.007579847244
607	0.007561626256
608	0.007548870941
609	0.007531885901
610	0.007513749243
611	0.007501872389
612	0.007487766626
613	0.007476278328
614	0.007465209262
615	0.007450079323
616	0.007441384482
617	0.007428413692
618	0.007414629282
619	0.007405572386
620	0.007395156864
621	0.007385921775
622	0.007369847858
623	0.00735563224
624	0.007345874757
625	0.00733649267
626	0.007324811076
627	0.007312160318
628	0.007301472697
629	0.00729201726
630	0.007278320161
631	0.007266548132
632	0.007251025554
633	0.007241609707
634	0.007231114659
635	0.007215923767
636	0.007200376119
637	0.007186335737
638	0.007172709486
639	0.007160500107
640	0.007147037226
641	0.007131786134
642	0.007119367543
643	0.007107549355
644	0.007090167483
645	0.007074286114
646	0.007062460421
647	0.007051113976
648	0.007039871969
649	0.007026555795
650	0.007012824899
651	0.007001910939
652	0.006992653448
653	0.006984726416
654	0.006975628255
655	0.006962747995
656	0.006949560535
657	0.006938464877
658	0.006931183491
659	0.006921454203
660	0.006914746623
661	0.006902215572
662	0.006893777514
663	0.006886241132
664	0.006873610281
665	0.006863823755
666	0.006852442361
667	0.006843613464
668	0.006835322504
669	0.006820946511
670	0.006808662121
671	0.006799889776
672	0.006792182851
673	0.006781537794
674	0.00677277496
675	0.006759577875
676	0.006750141144
677	0.006738108398
678	0.006728129422
679	0.006718403662
680	0.006709594084
681	0.006693776359
682	0.006683159332
683	0.006671366045
684	0.006658153341
685	0.006647176454
686	0.006631905733
687	0.006618742694
688	0.006605305096
689	0.006597694139
690	0.006588799267
691	0.006578416595
692	0.006568304774
693	0.006556906847
694	0.006547154416
695	0.006540261041
696	0.00652708936
697	0.006515836201
698	0.006509093017
699	0.006501206344
700	0.006491153551
701	0.006476490944
702	0.006465200807
703	0.006457033979
704	0.006446312214
705	0.006439432305
706	0.006426670972
707	0.006414299379
708	0.006404018643
709	0.006397558143
710	0.006385919836
711	0.006377856008
712	0.006366592716
713	0.006354761171
714	0.006343860653
715	0.006334514012
716	0.006325512717
717	0.006317207449
718	0.006308887038
719	0.006298775888
720	0.006289174537
721	0.006281026331
722	0.006273884092
723	0.00626457755
724	0.006255045437
725	0.006243049737
726	0.006230647112
727	0.006220879182
728	0.006209259295
729	0.006200726155
730	0.006191576566
731	0.006182058912
732	0.006170655559
733	0.006160902268
734	0.00615047297
735	0.00614146346
736	0.006134696249
737	0.00612862998
738	0.006118848295
739	0.006110617124
740	0.006099529145
741	0.006092878082
742	0.006086434157
743	0.006078274878
744	0.006069533442
745	0.006063133145
746	0.006054230605
747	0.006047239688
748	0.006039637626
749	0.006027988473
750	0.006018852265
751	0.006011964089
752	0.006000834578
753	0.005991685417
754	0.005983128151
755	0.00597487817
756	0.005966409986
757	0.005956099739
758	0.005949937653
759	0.005942742751
760	0.005932410721
761	0.005924610497
762	0.005919049073
763	0.00591124775
764	0.005904780707
765	0.005896606892
766	0.005884340189
767	0.005876599515
768	0.005871503668
769	0.005861132225
770	0.00585542848
771	0.005849022476
772	0.005839009657
773	0.005832298119
774	0.005824243941
775	0.005816908978
776	0.005809961875
777	0.005801216602
778	0.005790225962
779	0.005784187221
780	0.005777066195
781	0.005768844015
782	0.005763211112
783	0.005753164675
784	0.005741128437
785	0.005735012572
786	0.005725483346
787	0.005720192356
788	0.005710609311
789	0.005701847289
790	0.005693748336
791	0.005688450236
792	0.005678824102
793	0.005669912305
794	0.005660375293
795	0.00565391639
796	0.005647709692
797	0.005641175708
798	0.005632563345
799	0.005625774769
800	0.005619164172
801	0.005609681225
802	0.005604201968
803	0.005594773092
804	0.005587644516
805	0.005579663451
806	0.005572286942
807	0.005562794566
808	0.005557283906
809	0.005550032569
810	0.005544886194
811	0.005538697483
812	0.005530246065
813	0.005523772594
814	0.005515129743
815	0.005509014449
816	0.00549825777
817	0.005493226915
818	0.005488719992
819	0.005483801598
820	0.005478219142
821	0.005469961725
822	0.005464485348
823	0.005460477876
824	0.005454243554
825	0.005446465808
826	0.005437000075
827	0.005426605192
828	0.005417855906
829	0.005410350709
830	0.005404701573
831	0.005398194846
832	0.005388161888
833	0.005379666502
834	0.005373823122
835	0.005367844838
836	0.00536081449
837	0.005352397177
838	0.005347383902
839	0.005340371133
840	0.005334024911
841	0.005325435412
842	0.005318672266
843	0.005313974689
844	0.005307109321
845	0.005298606855
846	0.005289820809
847	0.005279974535
848	0.005273450298
849	0.005267320746
850	0.00525996086
851	0.005250274885
852	0.005243930804
853	0.005235733942
854	0.005231293351
855	0.005225167285
856	0.005220382904
857	0.00521491632
858	0.005207853061
859	0.005201814837
860	0.005192292647
861	0.005186654634
862	0.005178320403
863	0.005173530673
864	0.005167663875
865	0.00516227136
866	0.005157077588
867	0.005152034033
868	0.005146057598
869	0.005140068531
870	0.005134040184
871	0.00512886266
872	0.005122706653
873	0.005117260997
874	0.005111482065
875	0.0051062024
876	0.005100924506
877	0.005096359805
878	0.005089841354
879	0.005085505847
880	0.005080524765
881	0.00507272289
882	0.005065262917
883	0.005057057333
884	0.005051748597
885	0.005046389265
886	0.005040404015
887	0.005034168971
888	0.005028254392
889	0.0050218966
890	0.005016281355
891	0.005011443823
892	0.005005196553
893	0.004998790614
894	0.004991528982
895	0.004986297436
896	0.00497853899
897	0.004971633247
898	0.00496756139
899	0.00496179608
900	0.004955433366
901	0.004950522845
902	0.004943722195
903	0.004938077511
904	0.004932350559
905	0.004926862283
906	0.004919678138
907	0.004915598822
908	0.004908481629
909	0.004902823848
910	0.004896991187
911	0.004889250223
912	0.004882079715
913	0.004875636291
914	0.004870659418
915	0.004864220506
916	0.00485805102
917	0.004854163503
918	0.00484897734
919	0.004841229758
920	0.004835215599
921	0.004830196607
922	0.004824050866
923	0.004819312897
924	0.004813690099
925	0.004810236132
926	0.004805289186
927	0.004796826821
928	0.004790707383
929	0.004786541304
930	0.004779802213
931	0.004773042507
932	0.004766816151
933	0.004760120431
934	0.004753741819
935	0.004749673138
936	0.004744683705
937	0.004739315016
938	0.004735047717
939	0.004729632006
940	0.00472314919
941	0.004716488586
942	0.004712849858
943	0.004708412246
944	0.004702410845
945	0.004695892782
946	0.004690275786
947	0.004686981911
948	0.004682212927
949	0.004676766516
950	0.004670916012
951	0.004663994236
952	0.004658788742
953	0.004654425179
954	0.004650897183
955	0.004647177695
956	0.004642427818
957	0.004637196589
958	0.00463252468
959	0.004625729742
960	0.004622503529
961	0.004615742661
962	0.004609369916
963	0.004604617559
964	0.004600475902
965	0.004595654482
966	0.004591763172
967	0.004586122693
968	0.004579024164
969	0.004572939934
970	0.004567033814
971	0.00456182732
972	0.004556615881
973	0.004550342104
974	0.004546584957
975	0.004542016917
976	0.004535598297
977	0.004530114889
978	0.004525274107
979	0.004520545387
980	0.004517671142
981	0.004512590522
982	0.0045084077
983	0.004503928583
984	0.004499399971
985	0.00449437942
986	0.00448841503
987	0.0044836679
988	0.004477731938
989	0.004473270041
990	0.004468768448
991	0.004464781333
992	0.004459421105
993	0.00445529435
994	0.004449480554
995	0.004445605676
996	0.004440386868
997	0.004436053278
998	0.004430431914
999	0.004424473098
